,id,url,access_date,section_timestamp_start,section_timestamp_end,label,speaker,transcript,multimodal_annotation_01,multimodal_annotation_02,multimodal_annotation_03,full_agreement,audio_annotation_01,audio_annotation_02,video_annotation_01,video_annotation_02,text_annotation_01,text_annotation_02
68,69,https://www.youtube.com/watch?v=WSJzANe-X68,08.08.2025,00:21:56,00:22:06,non-sarc,male," Was ich damit sagen will, vielleicht sollte man mal unterscheiden zwischen selbstbestimmter schöpferischer Arbeit und knochenharten Jobs im Niedriglohn.",non-sarc,non-sarc,non-sarc,True,non-sarc,non-sarc,sarc,sarc,non-sarc,non-sarc
69,70,https://www.youtube.com/watch?v=WSJzANe-X68,08.08.2025,00:22:29,00:22:42.75,non-sarc,male," Fakt ist, wir haben hier im internationalen Vergleich besonders viel Teilzeit. Das betrifft 11% der Männer und rund die Hälfte der Frauen. Weil die oft zu Hause Angehörige pflegen oder Kinder betreuen, mangels Kita-Plätzen.",non-sarc,non-sarc,non-sarc,True,non-sarc,non-sarc,non-sarc,sarc,non-sarc,non-sarc
70,71,https://www.youtube.com/watch?v=WSJzANe-X68,08.08.2025,00:29:53,00:30:15,sarc,male," Oh, Nina Warken, das ist unsere neue Gesundheitsministerin, die musste gerade 800 Millionen Euro Bundesmittel vorzeitig an gesetzliche Kassen auszahlen, weil sonst die ein oder andere kollabieren könnte. Ja, wahrscheinlich schwant der armen Frau inzwischen, dass sie sich mit diesem Ministerium sowas wie die Mutter aller Arschkarten eingefangen hat.",sarc,sarc,sarc,True,sarc,non-sarc,sarc,non-sarc,sarc,sarc
71,72,https://www.youtube.com/watch?v=WSJzANe-X68,08.08.2025,00:30:54,00:30:59,sarc,male, Ich habe mir Ihre digitale Gesundheitsakte schon im Darknet besorgen können.,sarc,sarc,sarc,True,sarc,sarc,sarc,non-sarc,sarc,sarc
72,73,https://www.youtube.com/watch?v=liQDgVaIzso,08.08.2025,00:02:03,00:02:09.6,non-sarc,female, Seit der letzten Inventur sind nämlich allein 400.000 Fichten abgestorben. Eine Fläche größer als das Saarland.,non-sarc,non-sarc,non-sarc,True,non-sarc,non-sarc,non-sarc,non-sarc,non-sarc,non-sarc
73,74,https://www.youtube.com/watch?v=liQDgVaIzso,08.08.2025,00:02:39,00:02:44,sarc,female, Dem Wald geht's also schlecht 2025. Wer hat das kommen sehen?,sarc,sarc,sarc,True,sarc,sarc,sarc,sarc,sarc,sarc
74,75,https://www.youtube.com/watch?v=liQDgVaIzso,08.08.2025,00:05:38,00:05:51,sarc,female," Gut, man kann von den Forstbetrieben auch nicht verlangen, die Bäume mit einer Nagelfeile abzuraspeln. Und um das mal vorweg zu sagen, es gibt da draußen wirklich viele Förster und Waldbesitzer, die alles dafür tun, dass es dem Wald nicht schlecht geht.",sarc,sarc,non-sarc,False,sarc,non-sarc,non-sarc,non-sarc,sarc,non-sarc
75,76,https://www.youtube.com/watch?v=liQDgVaIzso,08.08.2025,00:06:51,00:07:11,sarc,female," Bis heute sind 21 Prozent der Waldflächen in Deutschland Monokulturen. Und auch wenn der ein oder andere denken mag, was könnte es Schöneres, Besseres, Erhabeneres geben als nur eine Kultur in einem Land, alles gleich? Nein, das ist nichts Gutes. Denn wenn alles gleich ist, bedeutet das Ödnis.",sarc,non-sarc,sarc,False,sarc,sarc,sarc,non-sarc,sarc,sarc
76,77,https://www.youtube.com/watch?v=liQDgVaIzso,08.08.2025,00:10:43.7,00:10:50,sarc,female," Hm. Wald scheint was mit den Besitzern zu machen. Zumindest, wenn man sehr viel hat.",sarc,sarc,sarc,True,sarc,sarc,sarc,sarc,sarc,sarc
77,78,https://www.youtube.com/watch?v=liQDgVaIzso,08.08.2025,00:14:30,00:14:52.6,sarc,female," Ja, vor allem bin ich beeindruckt, wie er es geschafft hat, so viele Ämter unter einen Hut zu bringen. Denn Georg Schirnbeck war vor allem erstmal Politiker. Von 2002 bis 2013 saß er zum Beispiel für die CDU im Bundestag. Und auch da hatte er schon wirklich ein großes Herz für die Belange des Waldes oder das Portemonnaie seiner Besitzer.",sarc,sarc,sarc,True,sarc,sarc,non-sarc,sarc,sarc,sarc
78,79,https://www.youtube.com/watch?v=liQDgVaIzso,08.08.2025,00:15:12.5,00:15:31.8,sarc,female," Also Georg Schirnbeck war in einer Person und teilweise zur gleichen Zeit Waldbesitzer, Präsident des Forstwirtschaftsrats und Bundestagsabgeordneter. Bestand da vielleicht ein Interessenkonflikt? Nein, hat uns der Forstwirtschaftsrat auf Nachfrage mitgeteilt. Interessenkonflikte sind nicht gegeben. Kann man vielleicht so oder so sehen.",sarc,sarc,sarc,True,non-sarc,sarc,sarc,non-sarc,sarc,sarc
79,80,https://www.youtube.com/watch?v=liQDgVaIzso,08.08.2025,00:15:42.3,00:15:47,sarc,female," Hm, wofür könnte man das denn so ausgeben?",sarc,sarc,sarc,True,sarc,non-sarc,non-sarc,sarc,sarc,sarc
80,81,https://www.youtube.com/watch?v=liQDgVaIzso,08.08.2025,00:16:19.85,00:16:33.5,sarc,female," Die haben da aber auch wirklich eine schöne Festveranstaltung gemacht. Sogar die Kanzlerin war da. Natürlich begrüßt vom Präsidenten des DFWR, Georg Schirnbeck. Oder war er als Bundestagsabgeordneter? Ich komme schon selbst ganz durcheinander.",sarc,sarc,sarc,True,sarc,sarc,sarc,non-sarc,sarc,non-sarc
81,82,https://www.youtube.com/watch?v=liQDgVaIzso,08.08.2025,00:18:36,00:18:44.2,non-sarc,female," Eine Gruppe in diesem Lobbyverein ist besonders mächtig. Das ist die Arbeitsgemeinschaft Deutscher Waldbesitzerverbände, kurz AGDW.",non-sarc,non-sarc,non-sarc,True,non-sarc,non-sarc,non-sarc,sarc,non-sarc,non-sarc
82,83,https://www.youtube.com/watch?v=liQDgVaIzso,08.08.2025,00:21:44.4,00:21:54.6,non-sarc,male," Also wenn Akteure wie die Landesforstanstalten öffentliche Akteure Mitglieder sind in einem privaten Lobbyverband der Waldwirtschaft, dann ist das ein massiver Rollenkonflikt.",non-sarc,non-sarc,non-sarc,True,non-sarc,non-sarc,non-sarc,non-sarc,non-sarc,non-sarc
83,84,https://www.youtube.com/watch?v=liQDgVaIzso,08.08.2025,00:24:50,00:24:58,sarc,female," Dass Beamte an politischen Schrauben drehen und mit harten Bandagen an der politischen Front kämpfen, ist auf jeden Fall eine ganz neue Berufsbeschreibung für einen Staatsdiener.",sarc,sarc,sarc,True,non-sarc,non-sarc,sarc,sarc,sarc,sarc
84,85,https://www.youtube.com/watch?v=liQDgVaIzso,08.08.2025,00:25:23,00:25:28.5,non-sarc,female," Also um es klipp und klar zu sagen, der DFWR ist eine Interessengruppe. Ende.",non-sarc,sarc,non-sarc,False,non-sarc,non-sarc,non-sarc,sarc,non-sarc,non-sarc
85,86,https://www.youtube.com/watch?v=liQDgVaIzso,08.08.2025,00:25:28.6,00:25:36,non-sarc,female," Und nach unseren Recherchen war Herr Schmidt nicht der einzige Beamte, der von den Bundesländern an den Forstwirtschaftsrat entliehen wurde.",non-sarc,non-sarc,non-sarc,True,non-sarc,non-sarc,non-sarc,non-sarc,sarc,non-sarc
86,87,https://www.youtube.com/watch?v=liQDgVaIzso,08.08.2025,00:27:54,00:27:58.3,non-sarc,female," Aber es ist ja nicht so, dass man Wirtschaft und Umweltschutz nicht vereinbaren könnte.",non-sarc,non-sarc,non-sarc,True,non-sarc,non-sarc,non-sarc,non-sarc,non-sarc,sarc
87,88,https://www.youtube.com/watch?v=eLDt7i45NI4,08.08.2025,00:01:15.7,00:01:21.1,sarc,male," Ja, der Linnemann meint wohl Steuererleichterungen für Rentner, die weiterarbeiten.",sarc,non-sarc,sarc,False,sarc,sarc,sarc,sarc,non-sarc,non-sarc
88,89,https://www.youtube.com/watch?v=eLDt7i45NI4,08.08.2025,00:02:06.6,00:02:10.7,sarc,male, Angeblich soll sogar die Mutter von Friedrich Merz eine Frau gewesen sein.,sarc,sarc,sarc,True,sarc,sarc,sarc,sarc,sarc,sarc
89,90,https://www.youtube.com/watch?v=eLDt7i45NI4,08.08.2025,00:02:15.75,00:02:24,non-sarc,male, Außenpolitisch macht dieser Kanzler vieles richtig. Er kritisiert zum Beispiel mit deutlichen Worten Israels Kriegsführung in Gaza.,sarc,non-sarc,non-sarc,False,non-sarc,non-sarc,sarc,sarc,non-sarc,non-sarc
90,91,https://www.youtube.com/watch?v=eLDt7i45NI4,08.08.2025,00:02:28,00:02:34,sarc,male," Gut, wir liefern eh nix, was weiter als 70 Kilometer fliegt, aber die Geste zählt.",sarc,sarc,sarc,True,sarc,sarc,sarc,sarc,sarc,sarc
91,92,https://www.youtube.com/watch?v=eLDt7i45NI4,08.08.2025,00:02:37.6,00:02:47.7,sarc,male, Und jetzt kommt's. Neuerdings droht er sogar Donald Trump im Zollstreit mit der gefährlichsten deutschen Geheimwaffe seit der V2. Mit Steuern.,sarc,sarc,sarc,True,sarc,non-sarc,non-sarc,sarc,sarc,sarc
92,93,https://www.youtube.com/watch?v=eLDt7i45NI4,08.08.2025,00:03:51,00:03:56,sarc,male," Ja, alle reden nur noch über die USA, nur halt nichts Gutes.",sarc,sarc,sarc,True,sarc,sarc,sarc,sarc,non-sarc,non-sarc
93,94,https://www.youtube.com/watch?v=eLDt7i45NI4,08.08.2025,00:06:02.7,00:06:08.5,non-sarc,male, Machen wir uns bitte nichts vor. Trumps Ideen bleiben die Zeitbombe der Weltwirtschaft.,non-sarc,non-sarc,non-sarc,True,non-sarc,sarc,sarc,non-sarc,non-sarc,non-sarc
94,95,https://www.youtube.com/watch?v=eLDt7i45NI4,08.08.2025,00:06:43,00:06:49,sarc,male, Donald Trumps Lieblingsmensch ist und bleibt halt Donald Trump. Das weiß inzwischen jedes Kind.,sarc,non-sarc,sarc,False,sarc,non-sarc,sarc,sarc,sarc,sarc
95,96,https://www.youtube.com/watch?v=eLDt7i45NI4,08.08.2025,00:07:48,00:07:53,sarc,male," Leute, wann ist offene Korruption eigentlich olympisch geworden?",sarc,sarc,sarc,True,sarc,sarc,sarc,non-sarc,sarc,sarc
96,97,https://www.youtube.com/watch?v=eLDt7i45NI4,08.08.2025,00:10:23,00:10:32,sarc,male," Manche denken immer noch, der Trump wird wohl nicht seine eigene Wirtschaft versenken. So doof kann er nicht sein. Doch, kann er.",sarc,sarc,sarc,True,sarc,sarc,non-sarc,sarc,sarc,sarc
97,98,https://www.youtube.com/watch?v=eLDt7i45NI4,08.08.2025,00:13:47,00:13:57,non-sarc,male, Laut der aktuellen Ausgabe der Fachzeitschrift Brain Medicine schaffen es die frechen kleinen Partikel immer erfolgreicher durch die sogenannte Blut-Hirn-Schranke.,non-sarc,non-sarc,non-sarc,True,sarc,non-sarc,non-sarc,non-sarc,non-sarc,sarc
98,99,https://www.youtube.com/watch?v=eLDt7i45NI4,08.08.2025,00:13:57,00:14:04,sarc,male," Ja, andererseits, dann hören wir halt einfach auf, Mikroplastik zu uns zu nehmen, oder? Das kann doch nicht so schwer sein.",sarc,sarc,sarc,True,sarc,sarc,sarc,non-sarc,sarc,sarc
99,100,https://www.youtube.com/watch?v=eLDt7i45NI4,08.08.2025,00:14:04,00:14:11,non-sarc,female," Mikroplastik gelangt in uns, in dem wir atmen, in dem wir essen und in dem wir trinken.",non-sarc,non-sarc,non-sarc,True,non-sarc,non-sarc,sarc,sarc,non-sarc,non-sarc
100,101,https://www.youtube.com/watch?v=eLDt7i45NI4,08.08.2025,00:14:37,00:14:50,non-sarc,male," Ist kein Spaß. Sehr ernst zunehmende Forscher vermuten, Mikroplastik könnte das Risiko zum Beispiel von Demenz oder Depressionen erhöhen. Die Plastikbelastung in den Gehirnen Demenzkranker ist drei bis fünfmal so hoch.",non-sarc,non-sarc,non-sarc,True,non-sarc,non-sarc,sarc,non-sarc,non-sarc,non-sarc
101,102,https://www.youtube.com/watch?v=eLDt7i45NI4,08.08.2025,00:15:11.5,00:15:21.2,sarc,male," Leute, Leute, was ist denn los mit euch? Wir müssen bitte dringend aufhören, unsere Kreditkarten wegzunaschen. Dafür waren die nie gedacht.",sarc,sarc,sarc,True,sarc,sarc,sarc,sarc,sarc,sarc
102,103,https://www.youtube.com/watch?v=eLDt7i45NI4,08.08.2025,00:16:12,00:16:34,sarc,male," Aber wo kommt das ganze Mikroplastik eigentlich her? Da sind Textilfasern dabei, Reste von zerfallenden Plastikverpackungen und jetzt kommt es erstaunlich viel Reifenabrieb. Reifenabrieb. Gut, das ist definitiv nicht meine Schuld. Ich bremse so gut wie nie, aber wie viel ist das denn so?",sarc,sarc,sarc,True,sarc,sarc,sarc,sarc,sarc,sarc
103,104,https://www.youtube.com/watch?v=eLDt7i45NI4,08.08.2025,00:16:49,00:17:01.3,sarc,male," Das Zeug wird vom Regen in die Kanalisation gespült und landet als Klärschlamm auf den Feldern und letztlich im Salat. Siehste, Rucola ist gar nicht das ekligste, was man in Salat tun kann.",sarc,non-sarc,sarc,False,sarc,sarc,sarc,sarc,sarc,sarc
104,105,https://www.youtube.com/watch?v=eLDt7i45NI4,08.08.2025,00:17:34,00:17:42.6,non-sarc,male," So, EU-Grenzwerte für Reifenabrieb sind zwar in Arbeit, heißt es, allerdings dauert es wohl noch Jahre, bis die in Kraft treten.",non-sarc,non-sarc,non-sarc,True,sarc,non-sarc,non-sarc,non-sarc,sarc,non-sarc
105,106,https://www.youtube.com/watch?v=eLDt7i45NI4,08.08.2025,00:17:54,00:18:08,non-sarc,male," Übrigens, nicht nur Menschen, auch Nutzinsekten wie Bienen leiden zunehmend unter Mikroplastik. Ein internationales Forschungsteam hat vor kurzem eindringlich gewarnt, das könnte deren Funktion als Bestäuber beeinträchtigen.",sarc,non-sarc,non-sarc,False,non-sarc,non-sarc,non-sarc,non-sarc,non-sarc,non-sarc
106,107,https://www.youtube.com/watch?v=JZFnD70hIa0,08.08.2025,00:00:37,00:00:49,sarc,male," Ja, nee, gestern hat ja nur einer geredet. Der andere hat versucht, nicht weiter aufzufallen und zwischendurch hoffentlich sein Gehirn abgeschaltet, denn anders erträgt man dieses Geblubber nicht.",sarc,non-sarc,sarc,False,non-sarc,sarc,sarc,sarc,sarc,sarc
107,108,https://www.youtube.com/watch?v=JZFnD70hIa0,08.08.2025,00:01:35,00:01:41.5,non-sarc,male," Ja, meine Damen und Herren, wir müssen uns das wohl eingestehen. Die USA interessieren sich nicht mehr für Europa.",non-sarc,non-sarc,non-sarc,True,sarc,non-sarc,non-sarc,sarc,non-sarc,sarc
108,109,https://www.youtube.com/watch?v=JZFnD70hIa0,08.08.2025,00:03:31.5,00:03:38,sarc,male," Ja, die produzieren eine Fake-Fernsehshow, damit irgendwas in der orangenen Rübe ankommt.",sarc,sarc,sarc,True,sarc,sarc,sarc,sarc,sarc,sarc
109,110,https://www.youtube.com/watch?v=JZFnD70hIa0,08.08.2025,00:06:12,00:06:17.3,sarc,male," So, das Gute an der Idioten-Battle, egal wer verliert, es trifft in jedem Fall den richtigen.",sarc,sarc,sarc,True,sarc,sarc,sarc,sarc,sarc,sarc
110,111,https://www.youtube.com/watch?v=JZFnD70hIa0,08.08.2025,00:06:18,00:06:23.6,sarc,male," Umso wichtiger und erfreulicher, dass Trump und Merz sich gut verstehen. Für den Moment, ne?",sarc,sarc,non-sarc,False,non-sarc,sarc,sarc,non-sarc,sarc,sarc
111,112,https://www.youtube.com/watch?v=JZFnD70hIa0,08.08.2025,00:06:31,00:06:37.5,non-sarc,male, Der Handelskrieg ist keineswegs vom Tisch. Wir müssen uns also weiter auf den Worst Case vorbereiten.,non-sarc,non-sarc,non-sarc,True,non-sarc,non-sarc,sarc,sarc,non-sarc,non-sarc
112,113,https://www.youtube.com/watch?v=JZFnD70hIa0,08.08.2025,00:06:37.35,00:06:50.7,sarc,male," Deutschland ist in vielen Bereichen abhängig von den USA, nicht nur militärisch, auch digital. Ohne US-Tech-Konzerne, das ist nicht übertrieben, ohne diese Konzerne leben wir hier in Deutschland praktisch wieder in der Steinzeit.",sarc,sarc,non-sarc,False,non-sarc,sarc,sarc,sarc,non-sarc,non-sarc
113,114,https://www.youtube.com/watch?v=JZFnD70hIa0,08.08.2025,00:06:58.6,00:07:01.2,non-sarc,male," Und sagen wir mal ehrlich, den Rückstand holen wir nie mehr auf.",sarc,non-sarc,non-sarc,False,non-sarc,non-sarc,sarc,sarc,non-sarc,non-sarc
114,115,https://www.youtube.com/watch?v=JZFnD70hIa0,08.08.2025,00:09:12.6,00:09:17,sarc,male," Einfach weiter grinsen und so tun, als wäre ein Mann taub! Genial gelöst!",sarc,sarc,sarc,True,sarc,sarc,sarc,sarc,sarc,sarc
115,116,https://www.youtube.com/watch?v=JZFnD70hIa0,08.08.2025,00:09:17,00:09:31.7,non-sarc,male," Auch gestern waren im Oval Office wieder Vertreter der, wie Donald Trump das nennt, neuen Medien dabei. Das sind in erster Linie rechte Blogger und Hardcore-Trump-Fans, die im Weißen Haus tatsächlich als Erste fragen dürfen.",non-sarc,non-sarc,non-sarc,True,non-sarc,non-sarc,non-sarc,non-sarc,non-sarc,non-sarc
116,117,https://www.youtube.com/watch?v=JZFnD70hIa0,08.08.2025,00:13:19,00:13:26,non-sarc,male," Das Verwaltungsgericht Berlin sagt, Zurückweisungen von Asylfällen ohne Dublin-Verfahren sind rechtswidrig.",non-sarc,non-sarc,non-sarc,True,non-sarc,non-sarc,non-sarc,non-sarc,non-sarc,non-sarc
117,118,https://www.youtube.com/watch?v=JZFnD70hIa0,08.08.2025,00:13:38,00:13:51,sarc,male," Auch Innenminister Dobrindt meint, das sind doch bloß Einzelfallentscheidungen. Dabei hat das Gericht die Argumentation der Bundesregierung grundsätzlich zerpflückt. Durch den Häcksler gejagt und nochmal draufgespuckt. Metaphorisch gesprochen.",sarc,non-sarc,sarc,False,sarc,sarc,sarc,sarc,sarc,sarc
118,119,https://www.youtube.com/watch?v=JZFnD70hIa0,08.08.2025,00:14:16,00:14:30,sarc,male," Ja, vorbildlich. Das finde ich wirklich ganz toll, dass er das zugibt. Gerade in unserer Leistungsgesellschaft. Einfach mal sagen, ich bin überfordert. Gut, wir Bürger hatten es bei ihm schon länger geahnt, aber ist ja egal.",sarc,sarc,sarc,True,sarc,sarc,sarc,sarc,sarc,sarc
119,120,https://www.youtube.com/watch?v=JZFnD70hIa0,08.08.2025,00:14:45.7,00:14:51.5,sarc,male," Ja, Migration steuern und begrenzen kann man machen, muss man vielleicht sogar machen, aber doch nicht so, Freunde.",sarc,sarc,non-sarc,False,sarc,non-sarc,sarc,sarc,non-sarc,non-sarc
120,121,https://www.youtube.com/watch?v=JZFnD70hIa0,08.08.2025,00:16:28,00:16:37,sarc,male," Ja, der Investitionsbooster. Okay, ich persönlich hätte es nicht Booster genannt, weil dann direkt wieder die Impfgegner durchdrehen. Ja.",sarc,sarc,sarc,True,sarc,sarc,sarc,sarc,sarc,non-sarc
121,122,https://www.youtube.com/watch?v=JZFnD70hIa0,08.08.2025,00:17:46,00:17:59,sarc,male," Haben Sie das auch gehört? Hat Herr Klingbeil gerade gesagt, deutsche Stärken sind moderne Bildung, bezahlbares Wohnen und digitale Infrastruktur? Er war aber schon in Deutschland, oder? Ja.",sarc,sarc,sarc,True,sarc,sarc,sarc,sarc,sarc,sarc
122,123,https://www.youtube.com/watch?v=JZFnD70hIa0,08.08.2025,00:18:00.2,00:18:06,sarc,male," Also eines Tages bestimmt. Jetzt nicht mehr zu meinen Lebzeiten, aber grundsätzlich, klar.",sarc,sarc,sarc,True,sarc,sarc,sarc,sarc,sarc,non-sarc
123,124,https://www.youtube.com/watch?v=JZFnD70hIa0,08.08.2025,00:25:28.8,00:25:33.7,sarc,male, Ach so! Und ich dachte für die Meerschweinchen. Guck mal an!,sarc,sarc,sarc,True,sarc,sarc,sarc,sarc,sarc,non-sarc
124,125,https://www.youtube.com/watch?v=JZFnD70hIa0,08.08.2025,00:25:34.8,00:25:41.6,non-sarc,male," Worauf die Bewerber hoffen ist völlig klar. Imagegewinn, Wirtschaftsboom und Investitionen in Infrastruktur.",non-sarc,non-sarc,non-sarc,True,sarc,non-sarc,sarc,non-sarc,non-sarc,non-sarc
125,126,https://www.youtube.com/watch?v=JZFnD70hIa0,08.08.2025,00:25:42,00:25:55,sarc,male," Angeblich sollen solche Spiele auch uns Bürger motivieren, mehr Sport zu treiben. Aber sagen wir mal so, ich habe schon 14 Sommerspiele erlebt und Sie sehen ja selbst...",sarc,sarc,sarc,True,sarc,sarc,sarc,sarc,sarc,sarc
126,127,https://www.youtube.com/watch?v=JZFnD70hIa0,08.08.2025,00:26:18,00:26:24,sarc,male," Und ich sag mal so, wenn Eigenlob endlich olympisch wird, holt er hier immer Gold.",sarc,sarc,sarc,True,sarc,sarc,sarc,sarc,sarc,sarc
127,128,https://www.youtube.com/watch?v=JZFnD70hIa0,08.08.2025,00:26:42,00:26:50,sarc,male," Ja, zum Beispiel Bescheidenheit, Demut, das sind alles urbayerische Eigenschaften.",sarc,sarc,sarc,True,sarc,sarc,sarc,sarc,sarc,sarc
128,129,https://www.youtube.com/watch?v=JZFnD70hIa0,08.08.2025,00:27:04,00:27:11,sarc,male," Ja, Arena of Schalke wird eine Schwimmarena. Das ist doch super. Dann wird Schalke endlich mal Meister. Also Bademeister.",sarc,sarc,sarc,True,sarc,sarc,sarc,sarc,sarc,sarc
129,130,https://www.youtube.com/watch?v=JZFnD70hIa0,08.08.2025,00:27:41,00:27:48,sarc,male, Unter drei Stunden mit der Bahn. Nicht mal von Bochum nach Dortmund.,sarc,sarc,sarc,True,sarc,sarc,sarc,sarc,sarc,non-sarc
130,131,https://www.youtube.com/watch?v=JZFnD70hIa0,08.08.2025,00:27:49,00:27:58,sarc,male, Schon bei der Fußball-EM letztes Jahr war der größte Angstgegner aller Fans die Deutsche Bahn. Dicht gefolgt vom Stau in NRW.,sarc,sarc,sarc,True,sarc,sarc,sarc,sarc,sarc,sarc
131,132,https://www.youtube.com/watch?v=JZFnD70hIa0,08.08.2025,00:29:10,00:29:19,non-sarc,male," Manche Experten sagen, Deutschlands Chancen seien eher schlecht. Also zumindest für 2036, dass wahrscheinlich nach Indien oder Katar geht.",sarc,non-sarc,non-sarc,False,non-sarc,non-sarc,sarc,sarc,non-sarc,non-sarc
132,133,https://www.youtube.com/watch?v=JZFnD70hIa0,08.08.2025,00:29:32,00:29:51,sarc,male," Ist eh besser, ne, jetzt mal ehrlich, ist eh besser, wozu Gastgeber werden, wenn wir doch kaum noch Medaillen gewinnen. War doch blamabel bei den letzten Spielen, kaum noch Medaillen. Und das wiederum liegt, wenn ich Friedrich Merz und andere Unionspolitiker richtig verstehe, an unseren viel zu laschen Bundesjugendspielen.",sarc,sarc,sarc,True,sarc,sarc,sarc,sarc,non-sarc,sarc
133,134,https://www.youtube.com/watch?v=JZFnD70hIa0,08.08.2025,00:32:12,00:32:16.3,sarc,male," Mein Gott, Ton und Bild gleichzeitig. Das ist aber auch für Fortgeschrittene.",sarc,sarc,sarc,True,sarc,sarc,sarc,non-sarc,sarc,sarc
134,135,https://www.youtube.com/watch?v=qtVq5bKu-_Q,08.08.2025,00:02:00,00:02:06,sarc,female," Gut, dass eine Heidi Klum seit fast 20 Jahren darauf achtet, dass auch unsere Kinder wirklich perfekte Körper haben.",sarc,sarc,sarc,True,sarc,sarc,sarc,sarc,sarc,sarc
135,136,https://www.youtube.com/watch?v=qtVq5bKu-_Q,08.08.2025,00:03:14,00:03:24,non-sarc,female," Jetzt könnte man sagen, na gut, das sind Models, die sind es gewohnt, auf den Körper reduziert zu werden. Nur leider gilt das auch für Branchen, in denen eigentlich das zählt, was hier oben passiert.",non-sarc,non-sarc,non-sarc,True,non-sarc,sarc,sarc,sarc,non-sarc,sarc
136,137,https://www.youtube.com/watch?v=qtVq5bKu-_Q,08.08.2025,00:04:10.85,00:04:17.6,non-sarc,female," Es scheint für große Teile der Welt ein Affront zu sein, wenn Menschen irgendwo angefangen haben, dicker zu sein als andere.",non-sarc,sarc,non-sarc,False,sarc,non-sarc,sarc,sarc,sarc,sarc
137,138,https://www.youtube.com/watch?v=qtVq5bKu-_Q,08.08.2025,00:07:31,00:07:39,non-sarc,female," Vorurteile gegenüber Mehrgewichtigen haben wir nicht von ungefähr. Schon kleine Kinder kriegen in Fernsehserien eingebimst, was von dicken Bäuchen zu halten ist.",sarc,non-sarc,non-sarc,False,sarc,non-sarc,non-sarc,non-sarc,non-sarc,non-sarc
138,139,https://www.youtube.com/watch?v=qtVq5bKu-_Q,08.08.2025,00:09:19,00:09:27,sarc,female," Einfach weniger essen und mehr Sport machen. So schwer ist es doch nicht. Ach echt, so einfach ist es? Das hat mir noch nie jemand gesagt.",sarc,sarc,sarc,True,sarc,sarc,sarc,non-sarc,sarc,sarc
139,140,https://www.youtube.com/watch?v=qtVq5bKu-_Q,08.08.2025,00:10:27.7,00:10:38.1,non-sarc,male, Lange Zeit wurde Adipositas tatsächlich als eine Willensschwäche dargestellt. Diese Annahme ist durch die Forschung der letzten 10 bis 20 Jahre weitestgehend widerlegt worden.,non-sarc,non-sarc,non-sarc,True,non-sarc,non-sarc,non-sarc,non-sarc,non-sarc,sarc
140,141,https://www.youtube.com/watch?v=qtVq5bKu-_Q,08.08.2025,00:13:42,00:13:53,non-sarc,female," Also, der Body Mass Index wird berechnet, Körpergewicht durch Körpergröße zum Quadrat. Normalgewicht hat man laut WHO bei einem BMI zwischen 18,5 und 24,9.",non-sarc,non-sarc,non-sarc,True,non-sarc,non-sarc,non-sarc,sarc,non-sarc,non-sarc
