,id,url,access_date,section_timestamp_start,section_timestamp_end,label,speaker,transcript,multimodal_annotation_01,multimodal_annotation_02,multimodal_annotation_03,full_agreement,audio_annotation_01,audio_annotation_02,video_annotation_01,video_annotation_02,text_annotation_01,text_annotation_02
141,142,https://www.youtube.com/watch?v=qtVq5bKu-_Q,08.08.2025,00:14:09,00:14:17,sarc,female," Gut zugegeben, die Quelle für Tom Cruise Gewicht ist jetzt nicht das statistische Wiegeamt, sondern die Gala. Aber wenn die sich für eine Sache aufrichtig interessieren, dann fremde Körper.",sarc,sarc,sarc,True,sarc,non-sarc,non-sarc,non-sarc,sarc,sarc
142,143,https://www.youtube.com/watch?v=qtVq5bKu-_Q,08.08.2025,00:16:05,00:16:16.8,sarc,female," Also, dieser BMI ist uralt und sagt wenig aus über die Gesundheit eines Menschen. Hm, das sind gute Gegenargumente. Behalten wir trotzdem als Maß, oder? Ja.",sarc,sarc,sarc,True,sarc,sarc,sarc,sarc,non-sarc,sarc
143,144,https://www.youtube.com/watch?v=qtVq5bKu-_Q,08.08.2025,00:16:50,00:17:01,sarc,female," Ach so, wenn man zu dick ist, wird man nicht verbeamtet. Risikofaktor, verstehe. Und was ist, wenn man mit dem Wingsuit vom Berg springt, auf dem Pferd landet und Zigarre rauchen zum nächsten Abnoid-Tauchgang reitet?",sarc,sarc,sarc,True,sarc,sarc,sarc,sarc,sarc,sarc
144,145,https://www.youtube.com/watch?v=qtVq5bKu-_Q,08.08.2025,00:17:48,00:17:54,sarc,female," Geschamed vom eigenen Arzt. Das ist wie vom eigenen Labrador belehrt werden, dass man zu anhänglich sei.",sarc,sarc,sarc,True,sarc,sarc,sarc,non-sarc,sarc,sarc
145,146,https://www.youtube.com/watch?v=qtVq5bKu-_Q,08.08.2025,00:18:06.35,00:18:11,non-sarc,female, Und das ist in unseren Köpfen abgespeichert. Wir trauen Menschen mit viel Gewicht weniger zu.,non-sarc,non-sarc,non-sarc,True,non-sarc,non-sarc,non-sarc,sarc,sarc,non-sarc
146,147,https://www.youtube.com/watch?v=qtVq5bKu-_Q,08.08.2025,00:18:11,00:18:16.4,non-sarc,female," Bei einer Straßenumfrage sollten Menschen schätzen, welchen Beruf meine Kollegin Ariane Alter ausübt.",non-sarc,sarc,non-sarc,False,non-sarc,non-sarc,non-sarc,non-sarc,sarc,non-sarc
147,148,https://www.youtube.com/watch?v=qtVq5bKu-_Q,08.08.2025,00:18:28.6,00:18:40.2,non-sarc,female," Also, ziehen wir mal ein Zwischenfazit. Menschen mit Mehrgewicht werden ungeniert beleidigt, schlechter behandelt oder bezahlt. Dabei leiden viele von ihnen unter einer anerkannten Krankheit, aus der sie nicht so einfach rauskommen.",non-sarc,non-sarc,non-sarc,True,non-sarc,non-sarc,sarc,non-sarc,non-sarc,sarc
148,149,https://www.youtube.com/watch?v=qtVq5bKu-_Q,08.08.2025,00:19:30.7,00:19:35.6,sarc,female," Ich sag's ja immer, Urknall, Evolution, Lanz und Precht, die besten Dinge auf der Welt entstehen durch Zufall.",sarc,sarc,sarc,True,sarc,sarc,non-sarc,non-sarc,sarc,sarc
149,150,https://www.youtube.com/watch?v=qtVq5bKu-_Q,08.08.2025,00:21:08.7,00:21:16.7,sarc,female," Ach so, so einfach geht das nicht? Man kann Dicke nicht einfach dünn spritzen und dann ist das Problem Fettleibigkeit für immer gelöst? Na sowas.",sarc,sarc,sarc,True,sarc,sarc,sarc,non-sarc,sarc,sarc
150,151,https://www.youtube.com/watch?v=qtVq5bKu-_Q,08.08.2025,00:21:18.1,00:21:25.2,non-sarc,female," Die Abnehm-Spritze ist ein Medikament, das adipösen Menschen helfen kann, aber eben auch Schattenseiten hat. Und zwar ganz schön erhebliche.",non-sarc,non-sarc,non-sarc,True,non-sarc,non-sarc,sarc,non-sarc,non-sarc,non-sarc
151,152,https://www.youtube.com/watch?v=qtVq5bKu-_Q,08.08.2025,00:23:19,00:23:29.1,non-sarc,female," Novo Nordidk gibt auf Nachfrage an, dass Nebenwirkungen bekannt und vermerkt seien und bislang keine Anzeichen für das Risiko einer schweren, langanhaltenden Magenlähmung bestünden.",sarc,non-sarc,non-sarc,False,non-sarc,non-sarc,sarc,sarc,non-sarc,non-sarc
152,153,https://www.youtube.com/watch?v=qtVq5bKu-_Q,08.08.2025,00:24:59,00:25:05.1,sarc,female, Dann wäre sie bei 50 Kilogramm und das wäre bei ihrer Größe Untergewicht. Sehr kompetente Beratung.,sarc,sarc,sarc,True,sarc,sarc,non-sarc,sarc,sarc,sarc
153,154,https://www.youtube.com/watch?v=qtVq5bKu-_Q,08.08.2025,00:25:29,00:25:41,non-sarc,female," Adipositas und zunehmende Übergewichtigkeit sind ein Problem, aber vor allem für die Betroffenen. Und das muss die Gesellschaft viel ernster nehmen. Denn wenn etwas ganz bestimmt nicht dagegen hilft, dann ist es Fettshaming.",non-sarc,non-sarc,non-sarc,True,non-sarc,non-sarc,sarc,non-sarc,non-sarc,non-sarc
154,155,https://www.youtube.com/watch?v=qtVq5bKu-_Q,08.08.2025,00:26:13,00:26:18,non-sarc,female," Das Körpergewicht alleine gibt keinerlei Auskunft darüber, wie gesund ein Mensch ist.",non-sarc,non-sarc,non-sarc,True,non-sarc,non-sarc,sarc,sarc,non-sarc,non-sarc
155,156,https://www.youtube.com/watch?v=3jEKIOQCjnw,08.08.2025,00:01:14,00:01:18,sarc,female," Wenn es den Reichen gut geht, dann geht es uns allen gut.",sarc,sarc,sarc,True,sarc,sarc,sarc,sarc,sarc,sarc
156,157,https://www.youtube.com/watch?v=3jEKIOQCjnw,08.08.2025,00:01:22,00:01:29,non-sarc,female," Kleine Fische. Wirklich reich, also so richtig reich, ist man ja eigentlich erst, wenn man sein Reichtum gar nicht mehr hinterfragt.",non-sarc,sarc,non-sarc,False,sarc,sarc,non-sarc,sarc,non-sarc,non-sarc
157,158,https://www.youtube.com/watch?v=3jEKIOQCjnw,08.08.2025,00:02:06,00:02:16,sarc,female," Deutschland hat jedenfalls die viertmeisten Milliardäre weltweit. 132 gibt es bei uns. Ist ja auch klar, wir sind ja das Land der hart arbeitenden Menschen und der Effizienz.",sarc,sarc,sarc,True,sarc,sarc,non-sarc,non-sarc,sarc,non-sarc
158,159,https://www.youtube.com/watch?v=3jEKIOQCjnw,08.08.2025,00:02:20.8,00:02:26,non-sarc,female, Denn deutsche Milliardärinnen und Milliardäre profitieren überdurchschnittlich doll von ihren Vorfahren.,non-sarc,sarc,non-sarc,False,non-sarc,non-sarc,non-sarc,non-sarc,non-sarc,sarc
159,160,https://www.youtube.com/watch?v=3jEKIOQCjnw,08.08.2025,00:02:26,00:02:33,non-sarc,female, Weltweit kommen im Durchschnitt 36% des Milliardärsvermögen aus Erbschaften. In Deutschland sind es 71%.,non-sarc,non-sarc,non-sarc,True,non-sarc,non-sarc,sarc,sarc,non-sarc,non-sarc
160,161,https://www.youtube.com/watch?v=3jEKIOQCjnw,08.08.2025,00:04:09,00:04:17,sarc,female," Das muss man sich mal vorstellen. Klaus Michael Kühne ist so reich, der hat zwei iPads. Sogar Steve Jobs hatte nur eins.",sarc,sarc,sarc,True,sarc,sarc,sarc,sarc,sarc,sarc
161,162,https://www.youtube.com/watch?v=3jEKIOQCjnw,08.08.2025,00:06:15,00:06:22,sarc,female," Also während wir ja zum Beispiel wirklich leidenschaftlich gerne Steuern zahlen, ist das ein weiterer Luxus, auf den Kühne verzichtet.",sarc,sarc,sarc,True,sarc,sarc,non-sarc,sarc,sarc,sarc
162,163,https://www.youtube.com/watch?v=3jEKIOQCjnw,08.08.2025,00:06:35,00:06:48.5,sarc,female," Ja, dieser Staat, dieser Staat, der baut immer nur U-Bahnen und Kitas, aber Kühne fährt Gebrauchtwagen und hat keine Kinder. Es bringt ihm also nichts. Kühne will sein Geld ja nicht sinnlos verschwenden, sondern das unterstützen, was er persönlich gern mag.",sarc,sarc,sarc,True,non-sarc,sarc,sarc,sarc,sarc,non-sarc
163,164,https://www.youtube.com/watch?v=3jEKIOQCjnw,08.08.2025,00:07:09,00:07:14,sarc,female, Sogar die Schwächsten unserer Gesellschaft unterstützt er als Hauptinvestor beim HSV.,sarc,sarc,sarc,True,sarc,sarc,sarc,non-sarc,sarc,sarc
164,165,https://www.youtube.com/watch?v=3jEKIOQCjnw,08.08.2025,00:08:02.2,00:08:07.5,sarc,female," Gründerpreis für einen Erben und Professorentitel fürs Geld geben, kühne es sich wirklich für nichts zu schade.",sarc,sarc,sarc,True,sarc,sarc,sarc,sarc,non-sarc,sarc
165,166,https://www.youtube.com/watch?v=3jEKIOQCjnw,08.08.2025,00:08:35,00:08:44.3,sarc,female," Hamburg baut jetzt also eine neue Oper und Kühne wird der Stadt dafür 330 Millionen Euro geben. Mal sehen, ob er dafür von Hamburg dann zum Papst ernannt wird.",sarc,sarc,sarc,True,sarc,sarc,sarc,sarc,sarc,sarc
166,167,https://www.youtube.com/watch?v=3jEKIOQCjnw,08.08.2025,00:09:13,00:09:21.7,non-sarc,female," Klau-Mi Kühne hat viele Einnahmequellen. Ihm gehören unter anderem Anteile an Flixbus, Lufthansa und der Reederei Habergloid.",sarc,non-sarc,non-sarc,False,non-sarc,non-sarc,non-sarc,non-sarc,non-sarc,non-sarc
167,168,https://www.youtube.com/watch?v=3jEKIOQCjnw,08.08.2025,00:09:48,00:09:54,non-sarc,female," Die Basis von Kühnes Vermögen stammt aber von dem Unternehmen, das er geerbt hat und das seinen Namen trägt.",non-sarc,non-sarc,non-sarc,True,non-sarc,non-sarc,sarc,sarc,non-sarc,non-sarc
168,169,https://www.youtube.com/watch?v=3jEKIOQCjnw,08.08.2025,00:23:52,00:23:58.6,sarc,female, Als verantwortungsvoller reichster Mann Deutschlands könnte man dieser Geschichte also durchaus mehr Raum auf der Firmenwebseite widmen.,sarc,sarc,non-sarc,False,non-sarc,non-sarc,non-sarc,sarc,sarc,sarc
169,170,https://www.youtube.com/watch?v=3jEKIOQCjnw,08.08.2025,00:24:17.7,00:24:25,sarc,female," Ja, wenn jemand durch die Geschichte der NS-Zeit wirklich Qualen erlitten hat, dann die armen Deutschen, die sich ständig erinnern müssen.",sarc,sarc,sarc,True,sarc,sarc,sarc,non-sarc,sarc,sarc
170,171,https://www.youtube.com/watch?v=3jEKIOQCjnw,08.08.2025,00:24:49,00:25:04,non-sarc,female," Wenn man sich nämlich nicht damit auseinandersetzt, wie ein menschenverachtendes faschistisches System entstanden ist und durch welche Person es unterstützt wurde, dann kann man auch nicht aufpassen, dass sowas nicht nochmal geschieht. Wem nützt es also? Ganz einfach uns allen.",sarc,non-sarc,non-sarc,False,non-sarc,non-sarc,sarc,non-sarc,non-sarc,non-sarc
171,172,https://www.youtube.com/watch?v=3jEKIOQCjnw,08.08.2025,00:26:11,00:26:19,sarc,female," Klaus Michael Kühne ist nicht der Einzige, der sich in Deutschland schwer tut mit dem Erinnern. Ganz Deutschland tut sich schwer mit seinem Erbe.",sarc,sarc,non-sarc,False,sarc,sarc,non-sarc,non-sarc,sarc,sarc
172,173,https://www.youtube.com/watch?v=3jEKIOQCjnw,08.08.2025,00:27:28,00:27:38.5,non-sarc,female," Wir haben jetzt in dieser Sendung viel darüber gesprochen, was der reichste Deutsche mit seinem Geld macht, woher es kommt und wie er sich weigert, auf die Geschichte seines Vaters und seines Unternehmens zu blicken.",non-sarc,non-sarc,non-sarc,True,non-sarc,sarc,non-sarc,non-sarc,non-sarc,sarc
173,174,https://www.youtube.com/watch?v=4qAA-u-NF2E,08.08.2025,00:02:06.8,00:02:11,non-sarc,female," Das Internet ist das Beste, was der Werbeindustrie passieren konnte.",sarc,non-sarc,non-sarc,False,sarc,non-sarc,non-sarc,sarc,non-sarc,non-sarc
174,175,https://www.youtube.com/watch?v=4qAA-u-NF2E,08.08.2025,00:03:41.9,00:03:50.9,non-sarc,female," Die Werbebranche kennt anscheinend all meine Steckenpferde, denn Cookies speichern jedes Mal, wenn wir irgendeine Webseite oder App aufrufen, alle möglichen Informationen von uns.",non-sarc,non-sarc,non-sarc,True,non-sarc,non-sarc,non-sarc,non-sarc,non-sarc,non-sarc
175,176,https://www.youtube.com/watch?v=4qAA-u-NF2E,08.08.2025,00:05:32,00:05:40.6,non-sarc,female, Und draußen kann man Werbung ja nicht einfach wegklicken oder blocken. Da ist man ihr total ausgeliefert. Sie glotzt einen einfach überall an. Und das ist genau so gewollt.,non-sarc,non-sarc,non-sarc,True,sarc,sarc,non-sarc,non-sarc,non-sarc,non-sarc
176,177,https://www.youtube.com/watch?v=4qAA-u-NF2E,08.08.2025,00:06:30.8,00:06:37,non-sarc,female, 2023 hat die Out-of-Home-Branche fast 3 Mrd. Euro Umsatz gemacht. Nur in Deutschland.,non-sarc,non-sarc,non-sarc,True,non-sarc,non-sarc,sarc,sarc,non-sarc,non-sarc
177,178,https://www.youtube.com/watch?v=4qAA-u-NF2E,08.08.2025,00:08:35,00:08:47,non-sarc,female," Ein Außenwerbeunternehmen hat selbst mal nachgeforscht, wie lange Autofahrer auf Werbetafeln gucken. Das Ergebnis? Fast 2,38 Sekunden lang fangen digitale Werbeflächen die Blicke der Autofahrer ein.",non-sarc,non-sarc,non-sarc,True,non-sarc,non-sarc,non-sarc,sarc,non-sarc,non-sarc
178,179,https://www.youtube.com/watch?v=4qAA-u-NF2E,08.08.2025,00:08:47,00:08:52,sarc,female," 2,38 Sekunden. In dieser Zeit können sich locker zehn Klimaaktivisten auf die Straße kleben.",sarc,sarc,sarc,True,sarc,sarc,non-sarc,non-sarc,sarc,sarc
179,180,https://www.youtube.com/watch?v=4qAA-u-NF2E,08.08.2025,00:09:32,00:09:48,sarc,female," Die beiden Big Player sind Ströhr und Waldeko. Und wie dieses Tortendiagramm unschwer erkennen lässt, hat sich die Firma Ströhr ein besonders großes Stück vom Außenwerberkuchen gesichert. Also ich bin jetzt keine Expertin für Konditorei, aber nennt man sowas in der Fachsprache nicht. Monopol?",sarc,sarc,sarc,True,sarc,non-sarc,sarc,sarc,sarc,non-sarc
180,181,https://www.youtube.com/watch?v=4qAA-u-NF2E,08.08.2025,00:15:03,00:15:10,sarc,female," Ja, laut Langenscheid Wörterbuch für Behördensprache bedeutet das, leck mich am Arsch.",sarc,sarc,sarc,True,sarc,sarc,sarc,sarc,sarc,sarc
181,182,https://www.youtube.com/watch?v=4qAA-u-NF2E,08.08.2025,00:18:39,00:18:47.5,sarc,female," Ah, schön, keine langen Wartezeiten, während in Dresden alle 850 Haltestellen abgerissen und neu gebaut werden. Klingt ja nach einem super Deal für die Bürger.",sarc,sarc,sarc,True,sarc,sarc,sarc,sarc,sarc,sarc
182,183,https://www.youtube.com/watch?v=4qAA-u-NF2E,08.08.2025,00:18:47.6,00:18:56,sarc,female," Und wenn es doch mal wieder länger dauert, weil der Bus nicht kommt, hat man an den neuen Haltestellen immerhin was zu gucken. Werbung. Und jetzt sogar digital.",sarc,sarc,sarc,True,sarc,sarc,sarc,non-sarc,sarc,sarc
183,184,https://www.youtube.com/watch?v=4qAA-u-NF2E,08.08.2025,00:20:19,00:20:26,sarc,female," Das klingt ungefähr so sinnvoll, wie mit einer Antarktiskreuzfahrt auf das Abschmelzen der Polkappen hinzuweisen.",sarc,sarc,sarc,True,sarc,sarc,non-sarc,sarc,sarc,sarc
184,185,https://www.youtube.com/watch?v=4qAA-u-NF2E,08.08.2025,00:20:37,00:20:46.5,non-sarc,female," Für die CO2-Emissionen, die entstehen, um ein einziges digitales Werbedisplay herzustellen, könnten sie 150 Mal von Hamburg nach München fliegen.",non-sarc,non-sarc,non-sarc,True,sarc,non-sarc,non-sarc,non-sarc,non-sarc,non-sarc
185,186,https://www.youtube.com/watch?v=4qAA-u-NF2E,08.08.2025,00:22:17,00:22:24.6,sarc,female," Keine Restriktionen. Wie praktisch. So wie Airbnb keine Hotels betreibt und Uber keine Taxis, macht Heil keine Außenwerbung.",non-sarc,sarc,sarc,False,sarc,sarc,non-sarc,non-sarc,sarc,sarc
186,187,https://www.youtube.com/watch?v=4qAA-u-NF2E,08.08.2025,00:27:07.2,00:27:14.5,non-sarc,female," Ist nun mal so. Wir werden zunehmend auch im öffentlichen Raum auf Schritt und Tritt zu Werbezwecken verfolgt und getrackt, ob wir wollen oder nicht.",non-sarc,non-sarc,non-sarc,True,non-sarc,non-sarc,non-sarc,non-sarc,non-sarc,non-sarc
187,188,https://www.youtube.com/watch?v=4qAA-u-NF2E,08.08.2025,00:27:27.3,00:27:35,non-sarc,female," Es gibt Städte, da darf Ströhr eigene WLAN-Hotspots über die Werbescreens anbieten. Das ist zum Beispiel in Bochum und Osnabrück der Fall.",non-sarc,non-sarc,non-sarc,True,non-sarc,non-sarc,non-sarc,non-sarc,non-sarc,non-sarc
188,189,https://www.youtube.com/watch?v=sxTqt8UQJ1Q,08.08.2025,00:05:52.2,00:06:01.15,non-sarc,male, Kurz zu den Fakten. Die Zahl der Asylanträge ist bis Ende April im Vergleich zum Vorjahr nochmal um 46% gesunken.,sarc,non-sarc,non-sarc,False,non-sarc,non-sarc,sarc,sarc,non-sarc,non-sarc
189,190,https://www.youtube.com/watch?v=sxTqt8UQJ1Q,08.08.2025,00:07:01.5,00:07:08.5,non-sarc,male, 3000 zusätzliche Beamte wurden an die Grenze beordert und fehlen jetzt an Flughäfen und Bahnhöfen.,sarc,non-sarc,non-sarc,False,non-sarc,non-sarc,sarc,sarc,non-sarc,sarc
190,191,https://www.youtube.com/watch?v=sxTqt8UQJ1Q,08.08.2025,00:08:03,00:08:10,non-sarc,male," Diese Grenzkontrollen sind bestimmt gut gemeint, aber in erster Linie reine Symbolpolitik.",non-sarc,non-sarc,non-sarc,True,non-sarc,sarc,sarc,sarc,non-sarc,non-sarc
191,192,https://www.youtube.com/watch?v=sxTqt8UQJ1Q,08.08.2025,00:09:04.3,00:09:10.5,sarc,male," Wenn Sie AbschiebeTV technisch nicht empfangen können, geht natürlich auch WeltTV, das ist quasi das Gleiche.",sarc,sarc,sarc,True,sarc,sarc,sarc,sarc,sarc,sarc
192,193,https://www.youtube.com/watch?v=sxTqt8UQJ1Q,08.08.2025,00:15:19,00:15:29.5,non-sarc,male," Sinnvoll ist das Ende der Kassenbons übrigens nur, wenn auch der andere Teil des Deals aus dem Koalitionsvertrag wirklich kommt. Also die digitale Zahlungsoption.",non-sarc,non-sarc,non-sarc,True,non-sarc,non-sarc,sarc,non-sarc,non-sarc,non-sarc
193,194,https://www.youtube.com/watch?v=sxTqt8UQJ1Q,08.08.2025,00:17:59,00:18:04.6,non-sarc,male," Lars Klingbeil, unser neuer Finanzminister, macht hoffentlich ernst beim Kampf gegen Steuerbetrug.",sarc,non-sarc,non-sarc,False,non-sarc,sarc,sarc,non-sarc,non-sarc,non-sarc
194,195,https://www.youtube.com/watch?v=sxTqt8UQJ1Q,08.08.2025,00:25:36,00:25:53,sarc,male," Donald Trump ist in dieser Woche erstmals in der neuen Amtszeit ins Ausland geflogen. Er besucht seine engsten Verbündeten. England, Frankreich und Deutschland. Spaß! Es ging natürlich nach Saudi-Arabien, Katar und die Emirate.",sarc,sarc,sarc,True,sarc,sarc,sarc,sarc,sarc,sarc
195,196,https://www.youtube.com/watch?v=sxTqt8UQJ1Q,08.08.2025,00:27:33,00:27:41,sarc,male," Natürlich, ja. Wahrscheinlich kann man den sogar für Kindergeburtstage buchen, wenn man einen Trump Tower neben die Hüpfburg baut.",sarc,sarc,sarc,True,sarc,sarc,sarc,sarc,sarc,sarc
196,197,https://www.youtube.com/watch?v=aY_4CAiKhPw,08.08.2025,00:03:11,00:03:19,non-sarc,male," Wildberger hier verzichtet durch den Wechsel ins Ministeramt auf sage und schreibe 2,6 Millionen Jahresgehalt.",non-sarc,sarc,non-sarc,False,non-sarc,non-sarc,sarc,non-sarc,non-sarc,non-sarc
197,198,https://www.youtube.com/watch?v=aY_4CAiKhPw,08.08.2025,00:15:37,00:15:42,non-sarc,male," So, immerhin kommt in diesen Tagen Bewegung in die Ukraine-Verhandlungen.",sarc,non-sarc,non-sarc,False,non-sarc,non-sarc,sarc,sarc,sarc,sarc
198,199,https://www.youtube.com/watch?v=aY_4CAiKhPw,08.08.2025,00:17:09.6,00:17:23.4,non-sarc,male," Menschen werden in den USA ohne Anklage von der Straße weg verhaftet und abgeschoben. Inzwischen landen sogar Richterinnen im Knast, wenn sie dabei nicht mithelfen wollen. Es gibt jeden Tag neue Trump-Angriffe auf Medien oder Universitäten.",non-sarc,non-sarc,non-sarc,True,non-sarc,non-sarc,sarc,sarc,non-sarc,non-sarc
199,200,https://www.youtube.com/watch?v=aY_4CAiKhPw,08.08.2025,00:26:59.3,00:27:11.6,non-sarc,male," Und mal ganz jenseits von Hackerangriffen, Patientenschützer kritisieren die elektronische Akte, weil Fachärzte mit der einsehen können, wegen was man bei anderen Ärzten behandelt wurde.",non-sarc,non-sarc,non-sarc,True,sarc,non-sarc,non-sarc,sarc,sarc,sarc
200,201,https://www.youtube.com/watch?v=TrnmqyGtN28,08.08.2025,00:01:38,00:01:44,non-sarc,male," Und Kinder, wenn wir schon so viel Geld ausgeben, dann bitte nur für Zukunftsinvestitionen.",non-sarc,sarc,non-sarc,False,non-sarc,sarc,non-sarc,non-sarc,sarc,sarc
201,202,https://www.youtube.com/watch?v=TrnmqyGtN28,08.08.2025,00:07:14.3,00:07:22,non-sarc,male," Why? Deutschlands Behörden, ist kein Witz, nutzen aktuell um die 10.000 verschiedene Softwarelösungen.",sarc,non-sarc,non-sarc,False,non-sarc,non-sarc,sarc,sarc,non-sarc,non-sarc
202,203,https://www.youtube.com/watch?v=TrnmqyGtN28,08.08.2025,00:07:40,00:07:47.5,non-sarc,male, Laut einer IFO-Studie gehen 22 Prozent der Arbeitszeit in Deutschland alleine für Bürokratie drauf.,sarc,non-sarc,non-sarc,False,non-sarc,non-sarc,non-sarc,non-sarc,non-sarc,non-sarc
203,204,https://www.youtube.com/watch?v=TrnmqyGtN28,08.08.2025,00:08:47,00:09:03,non-sarc,male, Außerdem fordert die Initiative Handlungsfähiger Staat ein Ende des Planungs- und Genehmigungsstaus. Planfeststellungsverfahren müssen in Wochen fertig werden statt in Jahren. Und dafür braucht es natürlich mehr Personal in der Verwaltung.,sarc,non-sarc,non-sarc,False,non-sarc,non-sarc,sarc,sarc,non-sarc,non-sarc
204,205,https://www.youtube.com/watch?v=TrnmqyGtN28,08.08.2025,00:09:42,00:09:47.8,non-sarc,male, Alle diese Baustellen im wörtlichen und im übertragenen Sinne muss die Regierung Merz zügig angehen.,non-sarc,non-sarc,non-sarc,True,non-sarc,non-sarc,sarc,sarc,non-sarc,non-sarc
205,206,https://www.youtube.com/watch?v=TrnmqyGtN28,08.08.2025,00:22:20.5,00:22:30.5,non-sarc,male, Tatsächlich hat das Auswärtige Amt die Reisehinweise für die Vereinigten Staaten vorgestern verschärft und warnt unter bestimmten Bedingungen explizit vor Festnahme und Abschiebung.,non-sarc,sarc,non-sarc,False,non-sarc,non-sarc,sarc,sarc,non-sarc,non-sarc
206,207,https://www.youtube.com/watch?v=NiB2mQ5t8mw,08.08.2025,00:05:48.4,00:05:53.75,non-sarc,female, Die Unterschiede zwischen Ost- und Westdeutschland sind selbst nach all den Jahren immer noch erschreckend offensichtlich.,non-sarc,non-sarc,non-sarc,True,non-sarc,non-sarc,sarc,non-sarc,non-sarc,non-sarc
207,208,https://www.youtube.com/watch?v=NiB2mQ5t8mw,08.08.2025,00:24:56,00:25:01.1,non-sarc,female, Wir haben endlich eine Angleichung der Ost- und West-Rentenwerte geschafft. In die Richtung muss das weitergehen.,sarc,non-sarc,non-sarc,False,non-sarc,non-sarc,non-sarc,non-sarc,non-sarc,sarc
208,209,https://www.youtube.com/watch?v=NiB2mQ5t8mw,08.08.2025,00:26:07.6,00:26:15.5,non-sarc,female," Denn dieselbe Studie hat herausgefunden, in Wirklichkeit teilen wir sehr wohl fast haargenau die gleichen Werte in Ost- und Westdeutschland.",non-sarc,non-sarc,non-sarc,True,non-sarc,non-sarc,non-sarc,non-sarc,non-sarc,non-sarc
209,210,https://www.youtube.com/watch?v=7Gsvjtm4tEU,08.08.2025,00:01:10.5,00:01:20,non-sarc,female," Bei Unfällen ist oft Alkohol mit im Spiel. 2022 wurden mehr als 20.000 Menschen bei Verkehrsunfällen unter Alkoholeinfluss verletzt, zum Teil mit Todesfolge.",non-sarc,non-sarc,non-sarc,True,non-sarc,non-sarc,non-sarc,non-sarc,non-sarc,non-sarc
210,211,https://www.youtube.com/watch?v=7Gsvjtm4tEU,08.08.2025,00:15:08.7,00:15:15,non-sarc,female," Das Problem ist nämlich, Vorbereitungskurse kann jeder anbieten, ohne irgendwas irgendwem vorzuweisen.",non-sarc,non-sarc,non-sarc,True,sarc,non-sarc,non-sarc,sarc,non-sarc,non-sarc
211,212,https://www.youtube.com/watch?v=7Gsvjtm4tEU,08.08.2025,00:19:44.5,00:19:52.1,non-sarc,female," Jedenfalls findet man im internen Kundenbereich jede Menge Tipps, wie man Abstinenznachweise auch von Drogen umgehen oder verfälschen kann.",non-sarc,non-sarc,non-sarc,True,non-sarc,non-sarc,non-sarc,sarc,non-sarc,non-sarc
212,213,https://www.youtube.com/watch?v=7Gsvjtm4tEU,08.08.2025,00:21:06.3,00:21:15,non-sarc,female," Im Ernst? Das haben uns die Dura-Kunden berichtet. Obwohl sie vorher noch nie was mit der MPU-Soforthilfe zu tun haben, bekamen sie von dort ihre Teilnahmebescheinigung.",non-sarc,non-sarc,non-sarc,True,non-sarc,non-sarc,non-sarc,sarc,sarc,non-sarc
213,214,https://www.youtube.com/watch?v=7Gsvjtm4tEU,08.08.2025,00:27:24.4,00:27:33.3,non-sarc,female," Denn das kann ich Ihnen am Ende unserer Sendung sagen. Je tiefer wir uns in das Thema eingegraben haben, umso fassungsloser waren wir, was sich dafür gestalten tummeln.",non-sarc,sarc,non-sarc,False,non-sarc,non-sarc,sarc,non-sarc,non-sarc,non-sarc
